name,price,category
"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l","20,90 lei",vin-si-sampanie
"Vin rosu sec Crama Ceptura Magnus Monte, Merlot, 0.75 l","41,10 lei",vin-si-sampanie
Purcari Vinohora Vin Roze 13% Sec 0.75 l,"72,90 lei",vin-si-sampanie
"Vin alb sec Purcari Vinohora, Feteasca Alba si Chardonnay, alcool 13 %, 0.75 l","72,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Cuza, alcool 13 %, 0.75 l","33,90 lei",vin-si-sampanie
"Vin alb sec Domeniile Cuza, Sauvignon Blanc, 0.75 l","33,90 lei",vin-si-sampanie
Caii De La Letea Legenda Roze 0.75 l,"31,70 lei",vin-si-sampanie
"Vin rose sec Individo Editie Limitata 12.5%, 0.75 l","24,99 lei",vin-si-sampanie
"Vin rosu sec Purcari, Rara Neagra si Saperavi, 0.75 l","37,70 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.75 l","25,90 lei",vin-si-sampanie
"Vin rosu sec Castel Huniade, Cabernet Sauvignon, 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei Traditional, Feteasca Regala, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Schwaben Wein, Cabernet Sauvignon si Pinot Noir, 0.75 l","13,99 lei",vin-si-sampanie
"Prosecco alb sec Mionetto Treviso, 0.75 l","38,70 lei",vin-si-sampanie
"Vin alb demidulce Grasa de Cotnari, 0.75 l","13,99 lei",vin-si-sampanie
"Vin roze demidulce Schwaben Wein, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Cricova Vintage, Cabernet Sauvignon, 0.75 l","22,79 lei",vin-si-sampanie
"Vin spumant alb demisec Zarea Crystal Collection, 0.75 l","20,90 lei",vin-si-sampanie
"Vin spumant rose demidulce Mott Lambrusco Rose, 0.75 l","26,10 lei",vin-si-sampanie
"Vin rose sec Domeniile Samburesti, Cabernet Sauvignon si Merlot, 0.75 l","31,90 lei",vin-si-sampanie
"Sampanie pentru copii cu piersici Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb sec Purcari Chardonnay, 0.75 l","36,60 lei",vin-si-sampanie
Caii De La Letea Legenda Alb 0.75 l,"27,49 lei",vin-si-sampanie
"Vin rosu sec Purcari Vinohora, Rara Neagra si Malbec, 0.75 l","55,70 lei",vin-si-sampanie
"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l","20,90 lei",vin-si-sampanie
"Vin rosu sec Crama Ceptura Magnus Monte, Merlot, 0.75 l","41,10 lei",vin-si-sampanie
Purcari Vinohora Vin Roze 13% Sec 0.75 l,"72,90 lei",vin-si-sampanie
"Vin alb sec Purcari Vinohora, Feteasca Alba si Chardonnay, alcool 13 %, 0.75 l","72,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Cuza, alcool 13 %, 0.75 l","33,90 lei",vin-si-sampanie
"Vin alb sec Domeniile Cuza, Sauvignon Blanc, 0.75 l","33,90 lei",vin-si-sampanie
Caii De La Letea Legenda Roze 0.75 l,"31,70 lei",vin-si-sampanie
"Vin rose sec Individo Editie Limitata 12.5%, 0.75 l","24,99 lei",vin-si-sampanie
"Vin rosu sec Purcari, Rara Neagra si Saperavi, 0.75 l","37,70 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.75 l","25,90 lei",vin-si-sampanie
"Vin rosu sec Castel Huniade, Cabernet Sauvignon, 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei Traditional, Feteasca Regala, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Schwaben Wein, Cabernet Sauvignon si Pinot Noir, 0.75 l","13,99 lei",vin-si-sampanie
"Prosecco alb sec Mionetto Treviso, 0.75 l","38,70 lei",vin-si-sampanie
"Vin alb demidulce Grasa de Cotnari, 0.75 l","13,99 lei",vin-si-sampanie
"Vin roze demidulce Schwaben Wein, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Cricova Vintage, Cabernet Sauvignon, 0.75 l","22,79 lei",vin-si-sampanie
"Vin spumant alb demisec Zarea Crystal Collection, 0.75 l","20,90 lei",vin-si-sampanie
"Vin spumant rose demidulce Mott Lambrusco Rose, 0.75 l","26,10 lei",vin-si-sampanie
"Vin rose sec Domeniile Samburesti, Cabernet Sauvignon si Merlot, 0.75 l","31,90 lei",vin-si-sampanie
"Sampanie pentru copii cu piersici Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb sec Purcari Chardonnay, 0.75 l","36,60 lei",vin-si-sampanie
Caii De La Letea Legenda Alb 0.75 l,"27,49 lei",vin-si-sampanie
"Vin rosu dulce Sange de Taur, Cupaj, 0.75 l","14,80 lei",vin-si-sampanie
"Vin rosu dulce Beciul Domnesc, Cabernet Sauvignon, 0.75 l","17,69 lei",vin-si-sampanie
"Vin rosu demisec Privighetoarea, Cabernet Sauvignon si Feteasca Neagra, 0.75 l","9,50 lei",vin-si-sampanie
"Bautura carbogazoasa cu zmeura Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Cotnari, Feteasca Alba 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Domenille Davidescu, Rara Neagra si Saperavi, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rosu demidulce Beciul Domnesc, Feteasca Neagra, 0.75 l","17,69 lei",vin-si-sampanie
"Vin alb sec Domeniile Davidescu Sauvignon Blanc & Chardonnay, 12.50%, 0.75 l","40,30 lei",vin-si-sampanie
"Vin rosu demisec Beciul Domnesc, Pinot Noir, 0.75 l","17,69 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah 0.187 l","5,19 lei",vin-si-sampanie
"Vin rosu dulce Cricova Pastoral, Cabernet Sauvignon, 0.75 l","29,99 lei",vin-si-sampanie
"Bautura carbogazoasa cu capsuni Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Muscat 0.75 l","19,89 lei",vin-si-sampanie
"Vin rosu sec Caii De La Letea Legenda, Feteasca Neagra, Cabernet Sauvignon si Petit Verdot, 0.75 l","27,49 lei",vin-si-sampanie
"Vin roze demidulce Cotnari Inedit, Busuioaca de Bohotin, 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Castel Huniade, Feteasca Regala, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Davidescu Rara Neagra, 13%, 0.75 l","29,99 lei",vin-si-sampanie
"Sampanie pentru copii Bambino cu aroma de capsuni, 0.75 l","13,70 lei",vin-si-sampanie
"Vin rosu sec Purcari Vinohora, Rara Neagra si Malbec, 0.75 l","55,70 lei",vin-si-sampanie
"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l","20,90 lei",vin-si-sampanie
"Vin rosu sec Crama Ceptura Magnus Monte, Merlot, 0.75 l","41,10 lei",vin-si-sampanie
Purcari Vinohora Vin Roze 13% Sec 0.75 l,"72,90 lei",vin-si-sampanie
"Vin alb sec Purcari Vinohora, Feteasca Alba si Chardonnay, alcool 13 %, 0.75 l","72,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Cuza, alcool 13 %, 0.75 l","33,90 lei",vin-si-sampanie
"Vin alb sec Domeniile Cuza, Sauvignon Blanc, 0.75 l","33,90 lei",vin-si-sampanie
Caii De La Letea Legenda Roze 0.75 l,"31,70 lei",vin-si-sampanie
"Vin rose sec Individo Editie Limitata 12.5%, 0.75 l","24,99 lei",vin-si-sampanie
"Vin rosu sec Purcari, Rara Neagra si Saperavi, 0.75 l","37,70 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.75 l","25,90 lei",vin-si-sampanie
"Vin rosu sec Castel Huniade, Cabernet Sauvignon, 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei Traditional, Feteasca Regala, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Schwaben Wein, Cabernet Sauvignon si Pinot Noir, 0.75 l","13,99 lei",vin-si-sampanie
"Prosecco alb sec Mionetto Treviso, 0.75 l","38,70 lei",vin-si-sampanie
"Vin alb demidulce Grasa de Cotnari, 0.75 l","13,99 lei",vin-si-sampanie
"Vin roze demidulce Schwaben Wein, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Cricova Vintage, Cabernet Sauvignon, 0.75 l","22,79 lei",vin-si-sampanie
"Vin spumant alb demisec Zarea Crystal Collection, 0.75 l","20,90 lei",vin-si-sampanie
"Vin spumant rose demidulce Mott Lambrusco Rose, 0.75 l","26,10 lei",vin-si-sampanie
"Vin rose sec Domeniile Samburesti, Cabernet Sauvignon si Merlot, 0.75 l","31,90 lei",vin-si-sampanie
"Sampanie pentru copii cu piersici Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb sec Purcari Chardonnay, 0.75 l","36,60 lei",vin-si-sampanie
Caii De La Letea Legenda Alb 0.75 l,"27,49 lei",vin-si-sampanie
"Vin rosu dulce Sange de Taur, Cupaj, 0.75 l","14,80 lei",vin-si-sampanie
"Vin rosu dulce Beciul Domnesc, Cabernet Sauvignon, 0.75 l","17,69 lei",vin-si-sampanie
"Vin rosu demisec Privighetoarea, Cabernet Sauvignon si Feteasca Neagra, 0.75 l","9,50 lei",vin-si-sampanie
"Bautura carbogazoasa cu zmeura Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Cotnari, Feteasca Alba 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Domenille Davidescu, Rara Neagra si Saperavi, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rosu demidulce Beciul Domnesc, Feteasca Neagra, 0.75 l","17,69 lei",vin-si-sampanie
"Vin alb sec Domeniile Davidescu Sauvignon Blanc & Chardonnay, 12.50%, 0.75 l","40,30 lei",vin-si-sampanie
"Vin rosu demisec Beciul Domnesc, Pinot Noir, 0.75 l","17,69 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah 0.187 l","5,19 lei",vin-si-sampanie
"Vin rosu dulce Cricova Pastoral, Cabernet Sauvignon, 0.75 l","29,99 lei",vin-si-sampanie
"Bautura carbogazoasa cu capsuni Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Muscat 0.75 l","19,89 lei",vin-si-sampanie
"Vin rosu sec Caii De La Letea Legenda, Feteasca Neagra, Cabernet Sauvignon si Petit Verdot, 0.75 l","27,49 lei",vin-si-sampanie
"Vin roze demidulce Cotnari Inedit, Busuioaca de Bohotin, 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Castel Huniade, Feteasca Regala, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Davidescu Rara Neagra, 13%, 0.75 l","29,99 lei",vin-si-sampanie
"Sampanie pentru copii Bambino cu aroma de capsuni, 0.75 l","13,70 lei",vin-si-sampanie
"Vin alb dulce Cotnari Tamaioasa Romneasca, 0.75 l","17,99 lei",vin-si-sampanie
"Vin rose demisec Domeniile Davidescu Sorginte Rose, 13%, 0.75 l","34,90 lei",vin-si-sampanie
"Vin rose sec Cricova Vintage, alcool 13%, 0.75 l","22,79 lei",vin-si-sampanie
"Vin rosu demisec Murfatlar Hora, Feteasca Neagra, 0.75 l","19,40 lei",vin-si-sampanie
Vin Alb Demidulce Hora Muscat Ottonel Murfatlar 11.5% 0.75 l,"14,80 lei",vin-si-sampanie
"Vin alb sec Schwaben Wein, Riesling Italian 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb sec Castel Huniade, Sauvignon Blanc 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Gewurztraminer 0.75 l","19,89 lei",vin-si-sampanie
"Vin spumant rose Zarea Royal Gold cu foita de aur 23K, 0.75 l","40,90 lei",vin-si-sampanie
"Vin alb demisec Pelin Carpatin de Urlati, 1.5 l","27,80 lei",vin-si-sampanie
"Vin alb demidulce Cotnari, Eticheta Galbena 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Chateau Vartely Individo, Rara Neagra, Malbec si Syrah, 0.75 l","29,99 lei",vin-si-sampanie
"Vin roze demidulce Domeniile Averesti, Busuioaca de Bohotin, 0.75 l","16,10 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose demidulce Hora Murfatlar 12.5%, 0.75 l","14,30 lei",vin-si-sampanie
"Vin alb sec Jidvei Traditional, Riesling, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Murfatlar Lacrima lui Ovidiu, cupaj, 0.75 l","37,70 lei",vin-si-sampanie
"Vin rose demidulce Zurzur Busuioaca Domeniile Bohotin, alcool 13.5%, 0.75 l","16,20 lei",vin-si-sampanie
"Vin rosu sec Chateau Vartely Individo, Feteasca Neagra si Rara Neagra, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rose demisec Sigillum Moldaviae, 3 l","47,39 lei",vin-si-sampanie
"Vin rose dulce Sange de Taur, 0.75 l","14,80 lei",vin-si-sampanie
"Prosecco rose Mionetto, 0.2 l","17,90 lei",vin-si-sampanie
Mionetto Prosecco Superiore D.O.C.G. Valdobbiadene 0.75 l - Yellow,"60,70 lei",vin-si-sampanie
"Vin roze demidulce, Jidvei Traditional, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu sec Purcari Vinohora, Rara Neagra si Malbec, 0.75 l","55,70 lei",vin-si-sampanie
"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l","20,90 lei",vin-si-sampanie
"Vin rosu sec Crama Ceptura Magnus Monte, Merlot, 0.75 l","41,10 lei",vin-si-sampanie
Purcari Vinohora Vin Roze 13% Sec 0.75 l,"72,90 lei",vin-si-sampanie
"Vin alb sec Purcari Vinohora, Feteasca Alba si Chardonnay, alcool 13 %, 0.75 l","72,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Cuza, alcool 13 %, 0.75 l","33,90 lei",vin-si-sampanie
"Vin alb sec Domeniile Cuza, Sauvignon Blanc, 0.75 l","33,90 lei",vin-si-sampanie
Caii De La Letea Legenda Roze 0.75 l,"31,70 lei",vin-si-sampanie
"Vin rose sec Individo Editie Limitata 12.5%, 0.75 l","24,99 lei",vin-si-sampanie
"Vin rosu sec Purcari, Rara Neagra si Saperavi, 0.75 l","37,70 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.75 l","25,90 lei",vin-si-sampanie
"Vin rosu sec Castel Huniade, Cabernet Sauvignon, 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei Traditional, Feteasca Regala, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Schwaben Wein, Cabernet Sauvignon si Pinot Noir, 0.75 l","13,99 lei",vin-si-sampanie
"Prosecco alb sec Mionetto Treviso, 0.75 l","38,70 lei",vin-si-sampanie
"Vin alb demidulce Grasa de Cotnari, 0.75 l","13,99 lei",vin-si-sampanie
"Vin roze demidulce Schwaben Wein, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Cricova Vintage, Cabernet Sauvignon, 0.75 l","22,79 lei",vin-si-sampanie
"Vin spumant alb demisec Zarea Crystal Collection, 0.75 l","20,90 lei",vin-si-sampanie
"Vin spumant rose demidulce Mott Lambrusco Rose, 0.75 l","26,10 lei",vin-si-sampanie
"Vin rose sec Domeniile Samburesti, Cabernet Sauvignon si Merlot, 0.75 l","31,90 lei",vin-si-sampanie
"Sampanie pentru copii cu piersici Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb sec Purcari Chardonnay, 0.75 l","36,60 lei",vin-si-sampanie
Caii De La Letea Legenda Alb 0.75 l,"27,49 lei",vin-si-sampanie
"Vin rosu dulce Sange de Taur, Cupaj, 0.75 l","14,80 lei",vin-si-sampanie
"Vin rosu dulce Beciul Domnesc, Cabernet Sauvignon, 0.75 l","17,69 lei",vin-si-sampanie
"Vin rosu demisec Privighetoarea, Cabernet Sauvignon si Feteasca Neagra, 0.75 l","9,50 lei",vin-si-sampanie
"Bautura carbogazoasa cu zmeura Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Cotnari, Feteasca Alba 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Domenille Davidescu, Rara Neagra si Saperavi, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rosu demidulce Beciul Domnesc, Feteasca Neagra, 0.75 l","17,69 lei",vin-si-sampanie
"Vin alb sec Domeniile Davidescu Sauvignon Blanc & Chardonnay, 12.50%, 0.75 l","40,30 lei",vin-si-sampanie
"Vin rosu demisec Beciul Domnesc, Pinot Noir, 0.75 l","17,69 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah 0.187 l","5,19 lei",vin-si-sampanie
"Vin rosu dulce Cricova Pastoral, Cabernet Sauvignon, 0.75 l","29,99 lei",vin-si-sampanie
"Bautura carbogazoasa cu capsuni Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Muscat 0.75 l","19,89 lei",vin-si-sampanie
"Vin rosu sec Caii De La Letea Legenda, Feteasca Neagra, Cabernet Sauvignon si Petit Verdot, 0.75 l","27,49 lei",vin-si-sampanie
"Vin roze demidulce Cotnari Inedit, Busuioaca de Bohotin, 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Castel Huniade, Feteasca Regala, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Davidescu Rara Neagra, 13%, 0.75 l","29,99 lei",vin-si-sampanie
"Sampanie pentru copii Bambino cu aroma de capsuni, 0.75 l","13,70 lei",vin-si-sampanie
"Vin alb dulce Cotnari Tamaioasa Romneasca, 0.75 l","17,99 lei",vin-si-sampanie
"Vin rose demisec Domeniile Davidescu Sorginte Rose, 13%, 0.75 l","34,90 lei",vin-si-sampanie
"Vin rose sec Cricova Vintage, alcool 13%, 0.75 l","22,79 lei",vin-si-sampanie
"Vin rosu demisec Murfatlar Hora, Feteasca Neagra, 0.75 l","19,40 lei",vin-si-sampanie
Vin Alb Demidulce Hora Muscat Ottonel Murfatlar 11.5% 0.75 l,"14,80 lei",vin-si-sampanie
"Vin alb sec Schwaben Wein, Riesling Italian 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb sec Castel Huniade, Sauvignon Blanc 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Gewurztraminer 0.75 l","19,89 lei",vin-si-sampanie
"Vin spumant rose Zarea Royal Gold cu foita de aur 23K, 0.75 l","40,90 lei",vin-si-sampanie
"Vin alb demisec Pelin Carpatin de Urlati, 1.5 l","27,80 lei",vin-si-sampanie
"Vin alb demidulce Cotnari, Eticheta Galbena 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Chateau Vartely Individo, Rara Neagra, Malbec si Syrah, 0.75 l","29,99 lei",vin-si-sampanie
"Vin roze demidulce Domeniile Averesti, Busuioaca de Bohotin, 0.75 l","16,10 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose demidulce Hora Murfatlar 12.5%, 0.75 l","14,30 lei",vin-si-sampanie
"Vin alb sec Jidvei Traditional, Riesling, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Murfatlar Lacrima lui Ovidiu, cupaj, 0.75 l","37,70 lei",vin-si-sampanie
"Vin rose demidulce Zurzur Busuioaca Domeniile Bohotin, alcool 13.5%, 0.75 l","16,20 lei",vin-si-sampanie
"Vin rosu sec Chateau Vartely Individo, Feteasca Neagra si Rara Neagra, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rose demisec Sigillum Moldaviae, 3 l","47,39 lei",vin-si-sampanie
"Vin rose dulce Sange de Taur, 0.75 l","14,80 lei",vin-si-sampanie
"Prosecco rose Mionetto, 0.2 l","17,90 lei",vin-si-sampanie
Mionetto Prosecco Superiore D.O.C.G. Valdobbiadene 0.75 l - Yellow,"60,70 lei",vin-si-sampanie
"Vin roze demidulce, Jidvei Traditional, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu sec Budureasca, Cabernet Sauvignonsec 2 l","45,80 lei",vin-si-sampanie
Vin alb demisec Grasa de Cotnari 0.75 l,"13,99 lei",vin-si-sampanie
"Pachet prosecco Martini, 0.75 l + pahar","39,49 lei",vin-si-sampanie
"Vin alb demidulce Proles Pontica, Tamaioasa Romaneasca 1.5 l","22,90 lei",vin-si-sampanie
"Vin rosu sec fara alcool Vintense, Merlot, 0.75 l","36,90 lei",vin-si-sampanie
"Vin alb demisec Pelin Carpatin de Urlati, 0.75 l","16,40 lei",vin-si-sampanie
"Vin rosu demisec Domeniile Tohani, Feteasca Neagra, 0.75 l","16,80 lei",vin-si-sampanie
"Prosecco alb sec Mott, 0.75 l","42,50 lei",vin-si-sampanie
"Vin frizzante rose demidulce Sange de Taur, 0.75 l","21,90 lei",vin-si-sampanie
"Vin alb sec Cricova, alcool 12%, 0.75 l","22,79 lei",vin-si-sampanie
"Vin rosu sec Purcari, Cabernet Sauvignon, 0.75 l","37,80 lei",vin-si-sampanie
"Vin alb demidulce Schwaben Wein, Muscat Ottonel 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Casa Panciu, Feteasca Regala, Muscat Ottonel 0.75 l","20,40 lei",vin-si-sampanie
"Vin spumant Martini Asti, 0.75 l","42,00 lei",vin-si-sampanie
"Prosecco alb extra sec Zarea Bella Vita D.O.C., 0.75 l","33,59 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.2 l","10,90 lei",vin-si-sampanie
"Vin spumant alb Zarea Royal Gold cu foita de aur 23K, 0.75 l","40,90 lei",vin-si-sampanie
"Vin rosu sec Schwaben Wein, Cabernet Sauvignon, 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Pelin Frizzante ZZPelin, 0.75 l","36,90 lei",vin-si-sampanie
"Vin alb sec de Purcari, Sauvignon Blanc 0.75 l","39,80 lei",vin-si-sampanie
"Vin rosu sec Domeniile Samburesti, Feteasca Neagra, 0.75 l","22,99 lei",vin-si-sampanie
"Vin alb sec Domeniile Samburesti, Sauvignon Blanc, 0.75 l","22,99 lei",vin-si-sampanie
"Vin alb demisec Budureasca, Sauvignon Blanc 2 l","45,80 lei",vin-si-sampanie
"Vin roze demisec Cotnari Inedit, Busuioaca de Bohotin, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Purcari Vinohora, Rara Neagra si Malbec, 0.75 l","55,70 lei",vin-si-sampanie
"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l","20,90 lei",vin-si-sampanie
"Vin rosu sec Crama Ceptura Magnus Monte, Merlot, 0.75 l","41,10 lei",vin-si-sampanie
Purcari Vinohora Vin Roze 13% Sec 0.75 l,"72,90 lei",vin-si-sampanie
"Vin alb sec Purcari Vinohora, Feteasca Alba si Chardonnay, alcool 13 %, 0.75 l","72,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Cuza, alcool 13 %, 0.75 l","33,90 lei",vin-si-sampanie
"Vin alb sec Domeniile Cuza, Sauvignon Blanc, 0.75 l","33,90 lei",vin-si-sampanie
Caii De La Letea Legenda Roze 0.75 l,"31,70 lei",vin-si-sampanie
"Vin rose sec Individo Editie Limitata 12.5%, 0.75 l","24,99 lei",vin-si-sampanie
"Vin rosu sec Purcari, Rara Neagra si Saperavi, 0.75 l","37,70 lei",vin-si-sampanie
"Vin frizzante rose Zarea Bella Vita Lambrusco Emilia I.G.T., 0.75 l","25,90 lei",vin-si-sampanie
"Vin rosu sec Castel Huniade, Cabernet Sauvignon, 0.187 l","5,19 lei",vin-si-sampanie
"Vin alb demisec Jidvei Traditional, Feteasca Regala, 0.75 l","18,40 lei",vin-si-sampanie
"Vin rosu demidulce Schwaben Wein, Cabernet Sauvignon si Pinot Noir, 0.75 l","13,99 lei",vin-si-sampanie
"Prosecco alb sec Mionetto Treviso, 0.75 l","38,70 lei",vin-si-sampanie
"Vin alb demidulce Grasa de Cotnari, 0.75 l","13,99 lei",vin-si-sampanie
"Vin roze demidulce Schwaben Wein, 0.75 l","13,99 lei",vin-si-sampanie
"Vin rosu sec Cricova Vintage, Cabernet Sauvignon, 0.75 l","22,79 lei",vin-si-sampanie
"Vin spumant alb demisec Zarea Crystal Collection, 0.75 l","20,90 lei",vin-si-sampanie
"Vin spumant rose demidulce Mott Lambrusco Rose, 0.75 l","26,10 lei",vin-si-sampanie
"Vin rose sec Domeniile Samburesti, Cabernet Sauvignon si Merlot, 0.75 l","31,90 lei",vin-si-sampanie
"Sampanie pentru copii cu piersici Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb sec Purcari Chardonnay, 0.75 l","36,60 lei",vin-si-sampanie
Caii De La Letea Legenda Alb 0.75 l,"27,49 lei",vin-si-sampanie
"Vin rosu dulce Sange de Taur, Cupaj, 0.75 l","14,80 lei",vin-si-sampanie
"Vin rosu dulce Beciul Domnesc, Cabernet Sauvignon, 0.75 l","17,69 lei",vin-si-sampanie
"Vin rosu demisec Privighetoarea, Cabernet Sauvignon si Feteasca Neagra, 0.75 l","9,50 lei",vin-si-sampanie
"Bautura carbogazoasa cu zmeura Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Cotnari, Feteasca Alba 3 l","37,90 lei",vin-si-sampanie
"Vin rosu sec Domenille Davidescu, Rara Neagra si Saperavi, 0.75 l","29,99 lei",vin-si-sampanie
"Vin rosu demidulce Beciul Domnesc, Feteasca Neagra, 0.75 l","17,69 lei",vin-si-sampanie
"Vin alb sec Domeniile Davidescu Sauvignon Blanc & Chardonnay, 12.50%, 0.75 l","40,30 lei",vin-si-sampanie
"Vin rosu demisec Beciul Domnesc, Pinot Noir, 0.75 l","17,69 lei",vin-si-sampanie
"Vin roze demisec Castel Huniade, Merlot, Cabernet Sauvignon, Syrah 0.187 l","5,19 lei",vin-si-sampanie
"Vin rosu dulce Cricova Pastoral, Cabernet Sauvignon, 0.75 l","29,99 lei",vin-si-sampanie
"Bautura carbogazoasa cu capsuni Robby Bubble, 0.75 l","14,40 lei",vin-si-sampanie
"Vin alb demisec Jidvei, Muscat 0.75 l","19,89 lei",vin-si-sampanie
"Vin rosu sec Caii De La Letea Legenda, Feteasca Neagra, Cabernet Sauvignon si Petit Verdot, 0.75 l","27,49 lei",vin-si-sampanie
"Vin roze demidulce Cotnari Inedit, Busuioaca de Bohotin, 0.75 l","13,99 lei",vin-si-sampanie
"Vin alb demisec Castel Huniade, Feteasca Regala, 0.75 l","24,90 lei",vin-si-sampanie
"Vin rose sec Domeniile Davidescu Rara Neagra, 13%, 0.75 l","29,99 lei",vin-si-sampanie
"Sampanie pentru copii Bambino cu aroma de capsuni, 0.75 l","13,70 lei",vin-si-sampanie
"Vin alb dulce Cotnari Tamaioasa Romneasca, 0.75 l","17,99 lei",vin-si-sampanie
"Vin rose demisec Domeniile Davidescu Sorginte Rose, 13%, 0.75 l","34,90 lei",vin-si-sampanie
"Vin rose sec Cricova Vintage, alcool 13%, 0.75 l","22,79 lei",vin-si-sampanie
"Vin rosu demisec Murfatlar Hora, Feteasca Neagra, 0.75 l","19,40 lei",vin-si-sampanie
Vin Alb Demidulce Hora Muscat Ottonel Murfatlar 11.5% 0.75 l,"14,80 lei",vin-si-sampanie
